cohort,total_patients,measurement,driver,total_driver_events,covariate,est,se,pval,correlation_ATRX,correlation_POT1,correlation_TERT,total_ATRX,total_POT1,total_TERT,total_cooccurrence_ATRX,total_cooccurrence_POT1,total_cooccurrence_TERT,frac_cooccurrence_ATRX,frac_cooccurrence_POT1,frac_cooccurrence_TERT,colors,main_driver,min_p
Colon,813,purity_svTMB,DMD,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0750523815366568,0.0454012976594259,0.0987026750056534,-0.01,-0.01,0.1,17,5,14,0,0,1,0,0,0.07,Positive (p < .1),DELETION,5.94198962566073e-51
Colon,813,purity_svTMB,DROSHA,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0420106210140823,0.0254218303197062,0.0988142200358305,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Positive (p < .1),MUTATION,5.11351161118348e-48
Colon,813,teal_final_ratio,PPM1D,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0558566785039025,0.0341611673688106,0.1024205324396,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,2.51673934379716e-46
Colon,813,teal_final_ratio,BRAF,116,+ as.factor(biopsy) + purity + purity_ploidy,-0.0189834030507554,0.0116707666979714,0.104218276959234,-0.04,-0.03,0.03,17,5,14,1,0,3,0.06,0,0.21,Non-Signficant,MUTATION,1.72318355732374e-08
Colon,813,teal_final_ratio,CCSER1,34,+ as.factor(biopsy) + purity + purity_ploidy,0.0170248098253223,0.0105065851637428,0.105539248682693,0.06,0.06,0.02,17,5,14,2,1,1,0.12,0.2,0.07,Non-Signficant,DELETION,1.21035584895005e-21
Colon,813,purity_svTMB,NOTCH2,9,+ as.factor(biopsy) + purity + purity_ploidy,0.0476864916119461,0.029610398499563,0.107688536124433,0.07,0.14,-0.01,17,5,14,1,1,0,0.06,0.2,0,Non-Signficant,MUTATION,1.98125638815837e-39
Colon,813,purity_svTMB,DOCK8,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0527515249895478,0.0327981443018178,0.108146435471024,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,1.03846947415226e-14
Colon,813,purity_svTMB,SMARCB1,10,+ as.factor(biopsy) + purity + purity_ploidy,-0.0317465737014554,0.0197987847850983,0.109225229439272,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,0.00032708750512589
Colon,813,purity_svTMB,AXIN2,17,+ as.factor(biopsy) + purity + purity_ploidy,0.0247779361307131,0.015483051426824,0.109918541546439,-0.02,-0.01,0.11,17,5,14,0,0,2,0,0,0.14,Non-Signficant,MUTATION,1.14079196815186e-08
Colon,813,purity_svTMB,STAG2,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0438417736598453,0.0275639314942642,0.112103802295575,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,5.96592952753539e-27
Colon,813,teal_final_ratio,FBXO11,8,+ as.factor(biopsy) + purity + purity_ploidy,0.029332602036591,0.0184462452298027,0.112189889028019,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,4.11041678453658e-37
Colon,813,teal_final_ratio,NCOR1,20,+ as.factor(biopsy) + purity + purity_ploidy,0.0322445862611288,0.0203110867581871,0.112783924672519,-0.02,-0.01,-0.02,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,7.69000206528609e-26
Colon,813,purity_svTMB,BTK,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0325020151505512,0.0204941306214794,0.113150574445842,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,0.000244417564648372
Colon,813,teal_final_ratio,ARID1B,27,+ as.factor(biopsy) + purity + purity_ploidy,0.02933794500008,0.0185993673151738,0.115104996765487,-0.03,0.07,-0.02,17,5,14,0,1,0,0,0.2,0,Non-Signficant,MUTATION,3.94985957536403e-82
Colon,813,purity_svTMB,CCND1,9,+ as.factor(biopsy) + purity + purity_ploidy,0.072640898737757,0.0460739144306348,0.115276643417353,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,7.33641107953578e-31
Colon,813,teal_final_ratio,MYC,19,+ as.factor(biopsy) + purity + purity_ploidy,-0.0400203055469892,0.0254714005001996,0.116532415931235,-0.02,-0.01,-0.02,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.64725724779882e-98
Colon,813,teal_final_ratio,USP22,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0281705145024978,0.0182197624226925,0.122460978658156,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,3.31566000733439e-06
Colon,813,purity_svTMB,CSMD1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0803905724211452,0.0523710489851574,0.125171996290765,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,7.26138115574291e-30
Colon,813,purity_svTMB,FGFR1,18,+ as.factor(biopsy) + purity + purity_ploidy,0.0422143172222181,0.0276411971772439,0.127097961168205,0.04,-0.01,-0.02,17,5,14,1,0,0,0.06,0,0,Non-Signficant,AMPLIFICATION,1.82900981167974e-28
Colon,813,purity_svTMB,CUL3,5,+ as.factor(biopsy) + purity + purity_ploidy,0.0423143418162056,0.0277342061310457,0.12747499790946,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,3.98983296107402e-26
Colon,813,teal_final_ratio,POLE,10,+ as.factor(biopsy) + purity + purity_ploidy,0.022492707298566,0.0147988661997554,0.128930281076804,0.06,-0.01,-0.01,17,5,14,1,0,0,0.06,0,0,Non-Signficant,MUTATION,4.81217832100583e-16
Colon,813,teal_final_ratio,FOXA2,5,+ as.factor(biopsy) + purity + purity_ploidy,-0.0198105036064922,0.0130826107896149,0.130351854544386,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,9.21918655873932e-07
Colon,813,purity_svTMB,CTNNB1,27,+ as.factor(biopsy) + purity + purity_ploidy,-0.0294971946551287,0.0195545932383333,0.131830850695961,0.02,-0.01,0.03,17,5,14,1,0,1,0.06,0,0.07,Non-Signficant,MUTATION,7.07990987657753e-17
Colon,813,purity_svTMB,CDH1,16,+ as.factor(biopsy) + purity + purity_ploidy,0.0457522032871676,0.030401616904175,0.132735179961248,-0.02,-0.01,-0.02,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.23776556054334e-07
Colon,813,purity_svTMB,TMEM30A,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0364414888585636,0.0245607734484454,0.138272706207179,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,6.99915728511096e-13
Colon,813,purity_svTMB,MSH2,5,+ as.factor(biopsy) + purity + purity_ploidy,-0.043504583482762,0.0293817674782237,0.139086872423691,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,2.48161858765253e-09
Colon,813,purity_svTMB,NCOA2,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0646460016528229,0.0438826871431244,0.141100124017605,0.13,0,-0.01,17,5,14,1,0,0,0.06,0,0,Non-Signficant,AMPLIFICATION,2.12450448041939e-07
Colon,813,purity_svTMB,POLD1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0384720191790839,0.0261392052838374,0.141462229465164,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,8.0574029443809e-12
Colon,813,teal_final_ratio,RB1,21,+ as.factor(biopsy) + purity + purity_ploidy,-0.0503240412345163,0.034253581522928,0.142179677224544,-0.02,-0.01,0.16,17,5,14,0,0,3,0,0,0.21,Non-Signficant,MUTATION,3.53700642283291e-40
Colon,813,purity_svTMB,OR4F21,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0362829442663763,0.024753102170323,0.143094944827327,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,4.2487844609872e-31
Colon,813,purity_svTMB,RXRA,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0396910219832609,0.0270787062660305,0.143102776976168,0.11,-0.01,-0.01,17,5,14,1,0,0,0.06,0,0,Non-Signficant,MUTATION,7.89740941734238e-13
Colon,813,purity_svTMB,CHEK2,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0381061784806021,0.0263341557531672,0.148279236683148,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,4.94052574855794e-32
Colon,813,purity_svTMB,ELF3,16,+ as.factor(biopsy) + purity + purity_ploidy,-0.0272120377607762,0.0188858210823701,0.150009879675135,-0.02,-0.01,-0.02,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.3343106092846e-05
Colon,813,purity_svTMB,KMT2B,10,+ as.factor(biopsy) + purity + purity_ploidy,0.0335939944813407,0.0233191562112769,0.150081471095786,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,4.21273355240424e-06
Colon,813,purity_svTMB,CD44,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0414357148022389,0.0287659892427763,0.150131431848045,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,5.6055839856503e-11
Colon,813,purity_svTMB,MRE11,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0236829182320925,0.016547007956488,0.152746445950057,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,4.96192288652159e-18
Colon,813,purity_svTMB,RUNX1,28,+ as.factor(biopsy) + purity + purity_ploidy,0.033287297203464,0.0233241888446045,0.153922185870047,-0.03,-0.01,0.03,17,5,14,0,0,1,0,0,0.07,Non-Signficant,MUTATION,7.27579835093561e-71
Colon,813,teal_final_ratio,PPP2R2A,11,+ as.factor(biopsy) + purity + purity_ploidy,0.0231684578218091,0.0162922882705265,0.155398899203476,0.13,0.13,-0.02,17,5,14,2,1,0,0.12,0.2,0,Non-Signficant,DELETION,2.60270564269619e-20
Colon,813,teal_final_ratio,ITGA9,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0231779629696419,0.0164016780326152,0.157999384055578,-0.01,0,0.18,17,5,14,0,0,1,0,0,0.07,Non-Signficant,DELETION,3.29909294734473e-05
Colon,813,purity_svTMB,PIK3R4,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0410104759418037,0.0292768285659893,0.161664402082586,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,,0.000434830964310432
Colon,813,purity_svTMB,HRAS,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0405312577185242,0.029088016849326,0.163883303080932,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,5.72931012871536e-05
Colon,813,purity_svTMB,GMDS,7,+ as.factor(biopsy) + purity + purity_ploidy,0.028238248909373,0.0202665343334149,0.163900454984502,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,5.87565750684403e-43
Colon,813,purity_svTMB,PPP2R3B,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0469517108672294,0.0339907770084937,0.167567754408722,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,8.96196765119521e-18
Colon,813,teal_final_ratio,DMD,6,+ as.factor(biopsy) + purity + purity_ploidy,-0.0493424112996953,0.0360771405976184,0.171790245443161,-0.01,-0.01,0.1,17,5,14,0,0,1,0,0,0.07,Non-Signficant,DELETION,5.94198962566073e-51
Colon,813,purity_svTMB,ERBB3,10,+ as.factor(biopsy) + purity + purity_ploidy,-0.0221204514964919,0.016297249355479,0.175062514253244,-0.02,-0.01,0.07,17,5,14,0,0,1,0,0,0.07,Non-Signficant,MUTATION,0.000175377526636036
Colon,813,teal_final_ratio,TGFBR2,64,+ as.factor(biopsy) + purity + purity_ploidy,-0.0154108792258956,0.0113601162183228,0.17529577473694,-0.04,-0.02,0,17,5,14,0,0,1,0,0,0.07,Non-Signficant,MUTATION,3.18483641576978e-09
Colon,813,purity_svTMB,LINC00290,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0287405926953008,0.0212800263451977,0.177206313056093,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,4.53044627129787e-10
Colon,813,teal_final_ratio,TET2,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0263846102115206,0.0196554173287953,0.179858320084619,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,7.42448827863216e-22
Colon,813,teal_final_ratio,PLCG1,8,+ as.factor(biopsy) + purity + purity_ploidy,-0.0168719884466351,0.0126208170054648,0.181653173329837,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.85891264276351e-14
Colon,813,teal_final_ratio,TOP1,8,+ as.factor(biopsy) + purity + purity_ploidy,-0.0170803609928155,0.0127766867052707,0.181653173329837,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,9.73847748619136e-20
Colon,813,purity_svTMB,ATR,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0445251969172818,0.0333992111256541,0.182869172407375,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.4535546208307e-32
Colon,813,teal_final_ratio,PREX2,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0551943025003671,0.0414878580974008,0.183772345015736,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.16665884821636e-05
Colon,813,teal_final_ratio,CDH10,18,+ as.factor(biopsy) + purity + purity_ploidy,-0.0204713525763589,0.0154276531093939,0.18490944470734,0.04,-0.01,-0.02,17,5,14,1,0,0,0.06,0,0,Non-Signficant,MUTATION,4.92611041443599e-19
Colon,813,teal_final_ratio,SLCO1B1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0374538111559063,0.0284212590535561,0.187942250691923,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,3.91383637764141e-11
Colon,813,purity_svTMB,KLF5,23,+ as.factor(biopsy) + purity + purity_ploidy,0.0140691332966258,0.0107179507564787,0.189668250299881,0.03,-0.01,-0.02,17,5,14,1,0,0,0.06,0,0,Non-Signficant,MUTATION,1.65968901709404e-09
Colon,813,purity_svTMB,BMPR1A,18,+ as.factor(biopsy) + purity + purity_ploidy,0.0239550870079675,0.0183171386337908,0.191315739520458,-0.02,-0.01,-0.02,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,1.40487758530841e-17
Colon,813,teal_final_ratio,AMER1,56,+ as.factor(biopsy) + purity + purity_ploidy,0.0108057288360161,0.00830241965505019,0.193454367396871,0.03,0.04,-0.04,17,5,14,2,1,0,0.12,0.2,0,Non-Signficant,MUTATION,7.80965626331779e-05
Colon,813,purity_svTMB,ARHGAP35,5,+ as.factor(biopsy) + purity + purity_ploidy,-0.0466012969879001,0.0358616705089107,0.194153434063042,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,5.84207516709206e-22
Colon,813,purity_svTMB,ANK1,18,+ as.factor(biopsy) + purity + purity_ploidy,0.0281470120535635,0.0217191134789613,0.195362136523946,-0.02,-0.01,0.11,17,5,14,0,0,2,0,0,0.14,Non-Signficant,AMPLIFICATION,2.35355126259287e-20
Colon,813,teal_final_ratio,TSC1,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0310183832131236,0.0240461653891716,0.197437994145507,-0.01,-0.01,0.1,17,5,14,0,0,1,0,0,0.07,Non-Signficant,MUTATION,0.000109804407897001
Colon,813,purity_svTMB,LZTR1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0461719854985247,0.0360495722166182,0.200635787411574,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,9.20083599033346e-15
Colon,813,purity_svTMB,TGIF1,16,+ as.factor(biopsy) + purity + purity_ploidy,-0.0125657349393879,0.009822156258996,0.20115107786955,-0.02,-0.01,-0.02,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.75866693302751e-07
Colon,813,purity_svTMB,PTPN13,10,+ as.factor(biopsy) + purity + purity_ploidy,0.0416512359918782,0.0327120310064377,0.203289929780255,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,7.91800450137396e-46
Colon,813,teal_final_ratio,WWOX,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0271991320583139,0.0214523957138474,0.205206253725577,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,1.41924339818442e-10
Colon,813,teal_final_ratio,HOXC13,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0271539616964146,0.0214275829088335,0.205434766175562,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,2.54011154070983e-08
Colon,813,teal_final_ratio,BTK,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0205534107480055,0.0162858199074041,0.207298709400844,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,0.000244417564648372
Colon,813,purity_svTMB,FGFR3,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0482425762349076,0.0382273712828535,0.207317747000327,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,2.5563719413597e-05
Colon,813,purity_svTMB,BRCA2,7,+ as.factor(biopsy) + purity + purity_ploidy,0.041948822617949,0.0333475069771658,0.208781906764229,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.15384018032656e-88
Colon,813,purity_svTMB,RYR1,5,+ as.factor(biopsy) + purity + purity_ploidy,0.0411727954688927,0.0328180571711888,0.209996314013816,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.05357494492838e-23
Colon,813,purity_svTMB,ZBTB20,9,+ as.factor(biopsy) + purity + purity_ploidy,0.0224090201182911,0.0178655609758582,0.210092042486156,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,5.12199762482753e-12
Colon,813,purity_svTMB,FAT4,15,+ as.factor(biopsy) + purity + purity_ploidy,0.0238516285873933,0.0191262898610176,0.21273824423767,-0.02,0.11,-0.02,17,5,14,0,1,0,0,0.2,0,Non-Signficant,MUTATION,5.65269346297458e-26
Colon,813,purity_svTMB,CBFB,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0343918794415043,0.0276062843561796,0.21320067924116,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,8.73029219841042e-08
Colon,813,teal_final_ratio,DIAPH2,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0217260948644231,0.0175878011070921,0.217081718880883,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,3.72316969961509e-10
Colon,813,teal_final_ratio,RAD21,10,+ as.factor(biopsy) + purity + purity_ploidy,-0.0289175166165295,0.0237889277097272,0.224498570051785,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.03024893189317e-25
Colon,813,teal_final_ratio,RAD51B,39,+ as.factor(biopsy) + purity + purity_ploidy,-0.0232567567477061,0.0195217604797095,0.233877241249985,-0.03,-0.02,-0.03,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,6.92639604504353e-144
Colon,813,purity_svTMB,NRG1,19,+ as.factor(biopsy) + purity + purity_ploidy,0.0246989659394526,0.0210170178652925,0.240266628214449,0.03,-0.01,-0.02,17,5,14,1,0,0,0.06,0,0,Non-Signficant,MUTATION,7.95949333147434e-25
Colon,813,purity_svTMB,FBXO11,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0271594315039487,0.0232428322075071,0.242947906681104,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,4.11041678453658e-37
Colon,813,teal_final_ratio,FANCA,7,+ as.factor(biopsy) + purity + purity_ploidy,-0.0219554606928811,0.0188379400661907,0.244165281628027,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,2.43848300428313e-29
Colon,813,purity_svTMB,BRD7,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0342392957940546,0.0295169107549846,0.24639714742801,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.82458211920627e-08
Colon,813,teal_final_ratio,HNRNPA2B1,6,+ as.factor(biopsy) + purity + purity_ploidy,-0.0211425721011606,0.0183871870007822,0.250545682831312,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.7131225112927e-21
Colon,813,purity_svTMB,IKBKB,15,+ as.factor(biopsy) + purity + purity_ploidy,0.0244719305939152,0.0213134339557374,0.251230077865853,-0.02,-0.01,0.12,17,5,14,0,0,2,0,0,0.14,Non-Signficant,AMPLIFICATION,1.83374170081097e-20
Colon,813,teal_final_ratio,ERBB3,10,+ as.factor(biopsy) + purity + purity_ploidy,-0.0148496888144862,0.0129475653298331,0.251759694497203,-0.02,-0.01,0.07,17,5,14,0,0,1,0,0,0.07,Non-Signficant,MUTATION,0.000175377526636036
Colon,813,teal_final_ratio,GATA6,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0300517574982145,0.0262051302260826,0.2518095376899,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,2.68425921453102e-13
Colon,813,purity_svTMB,HNF1A,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0244148835642872,0.0213086587979642,0.252229626453076,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,0.000858185334333013
Colon,813,teal_final_ratio,ZNF217,7,+ as.factor(biopsy) + purity + purity_ploidy,-0.0287781861388407,0.0251189200272547,0.252269008346623,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,9.90669962291938e-48
Colon,813,purity_svTMB,NSD1,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0299472482432983,0.0261681625881697,0.252791563682795,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,1.5964550928862e-59
Colon,813,purity_svTMB,KDR,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0423164652079574,0.03707018253085,0.253991803243704,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,2.90886051767697e-17
Colon,813,teal_final_ratio,CCND1,9,+ as.factor(biopsy) + purity + purity_ploidy,-0.0416784376249284,0.0366190769105978,0.25539150842696,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,7.33641107953578e-31
Colon,813,teal_final_ratio,MLH1,6,+ as.factor(biopsy) + purity + purity_ploidy,-0.0222985737816519,0.0196873265041123,0.257704405660174,-0.01,-0.01,0.1,17,5,14,0,0,1,0,0,0.07,Non-Signficant,MUTATION,5.54148154946707e-12
Colon,813,purity_svTMB,PDE4D,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0327335474619813,0.0289703330624536,0.258855381495562,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,8.22669402531054e-26
Colon,813,purity_svTMB,CCNE1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0585923906184475,0.051985599845355,0.260040756786412,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,6.37619592067711e-54
Colon,813,purity_svTMB,FBXW7,73,+ as.factor(biopsy) + purity + purity_ploidy,0.0163887694664435,0.0146454513437092,0.263459094540508,0.01,0.03,0.02,17,5,14,2,1,2,0.12,0.2,0.14,Non-Signficant,MUTATION,7.83877404269186e-21
Colon,813,purity_svTMB,PPP2R1A,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0328651152720386,0.0294308351914012,0.264460145998323,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,2.12855163982512e-08
Colon,813,purity_svTMB,FOXA1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0695237426620107,0.0624037309429171,0.265570556974196,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,8.45743997839496e-06
Colon,813,teal_final_ratio,CUL3,5,+ as.factor(biopsy) + purity + purity_ploidy,-0.0245221374410044,0.0220414963444081,0.266236386464769,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,3.98983296107402e-26
Colon,813,teal_final_ratio,SUFU,10,+ as.factor(biopsy) + purity + purity_ploidy,-0.0181707906580763,0.016407451818241,0.268420786292063,-0.02,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,7.76719675838703e-25
Colon,813,teal_final_ratio,BRIP1,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0347069277041642,0.0314526585187402,0.270154758340063,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,5.61153397212942e-71
Colon,813,purity_svTMB,USP22,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0252865129411607,0.022957661864315,0.271033930825289,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,3.31566000733439e-06
Colon,813,purity_svTMB,TET2,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0271691466038082,0.0247577532932659,0.27279492895398,-0.01,-0.01,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,MUTATION,7.42448827863216e-22
Colon,813,purity_svTMB,ZNF521,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0185247494506646,0.0169198802903303,0.273909345668098,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,2.31285945124901e-07
Colon,813,teal_final_ratio,MIPOL1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0144277088341976,0.0132104608227215,0.275097111730239,-0.01,0,-0.01,17,5,14,0,0,0,0,0,0,Non-Signficant,DELETION,0.000505632378169094
